id,count
1255,92.0
1257,172.0
1261,132.0
1262,398.0
1265,120.0
1273,150.0
1277,278.0
1278,107.0
1280,107.0
1284,199.0
1285,331.0
1288,34.0
1295,111.0
1297,398.0
1299,247.0
1304,138.0
1308,40.0
1310,87.0
1311,221.0
1314,106.0
1315,119.0
1318,42.0
1320,324.0
1321,278.0
1322,278.0
1330,91.0
1333,152.0
1334,109.0
1341,120.0
1344,102.0
1351,109.0
1354,85.0
1356,137.0
1363,111.0
1365,199.0
1369,221.0
1373,107.0
1375,111.0
1377,80.0
1379,107.0
1380,271.0
1381,85.0
1384,151.0
1390,309.0
1393,274.0
1395,137.0
1399,286.0
1400,91.0
1401,56.0
1404,221.0
1408,2.0
1409,5.0
1413,199.0
1416,271.0
1418,92.0
1423,117.0
1424,34.0
1425,17.0
1433,219.0
1434,135.0
1436,366.0
1442,278.0
1444,80.0
1445,138.0
1452,272.0
1455,150.0
1462,137.0
1467,82.0
1472,22.0
1475,267.0
1493,83.0
1501,228.0
1503,317.0
1504,148.0
1505,13.0
1511,284.0
1512,137.0
1513,93.0
1514,34.0
1528,173.0
1533,316.0
1534,35.0
1536,124.0
1537,96.0
1539,305.0
1550,199.0
1552,214.0
1554,199.0
1555,431.0
1556,85.0
1559,5.0
1563,109.0
1566,181.0
1567,199.0
1568,35.0
1571,216.0
1572,27.0
1574,137.0
1577,14.0
1583,82.0
1585,35.0
1586,199.0
1587,151.0
1596,173.0
1602,5.0
1604,82.0
1605,33.0
1610,271.0
1611,95.0
1616,37.0
1617,87.0
1618,14.0
1622,22.0
1623,22.0
1628,271.0
1631,11.0
1632,152.0
1633,244.0
1634,280.0
1636,109.0
1637,95.0
1643,56.0
1644,87.0
1646,103.0
1648,216.0
1651,22.0
1656,24.0
1658,165.0
1659,24.0
1665,241.0
1666,165.0
1670,30.0
1674,109.0
1679,188.0
1680,304.0
1683,342.0
1686,46.0
1691,95.0
1693,20.0
1696,37.0
1697,85.0
1703,117.0
1706,30.0
1709,125.0
1710,86.0
1712,316.0
1713,199.0
1718,398.0
1719,152.0
1722,278.0
1723,214.0
1724,271.0
1728,82.0
1730,34.0
1732,21.0
1737,20.0
1745,100.0
1747,17.0
1748,2.0
1755,91.0
1759,13.0
1761,271.0
1764,274.0
1765,173.0
1766,98.0
1768,69.0
1770,35.0
1771,138.0
1774,87.0
1785,132.0
1788,188.0
1792,28.0
1794,205.0
1797,129.0
1798,17.0
1799,317.0
1802,92.0
1806,70.0
1808,117.0
1810,222.0
1818,111.0
1819,431.0
1820,278.0
1822,205.0
1826,127.0
1827,109.0
1835,24.0
1841,108.0
1842,75.0
1843,24.0
1846,51.0
1849,226.0
1850,111.0
1851,267.0
1857,137.0
1858,175.0
1860,87.0
1861,199.0
1864,135.0
1869,331.0
1871,137.0
1872,14.0
1875,8.0
1878,316.0
1879,205.0
1885,86.0
1888,22.0
1889,46.0
1890,92.0
1896,109.0
1897,217.0
1898,151.0
1900,69.0
1905,5.0
1908,135.0
1909,92.0
1913,137.0
1918,79.0
1922,310.0
1923,151.0
1925,271.0
1926,339.0
1927,271.0
1930,199.0
1935,82.0
1939,75.0
1942,87.0
1943,57.0
1948,291.0
1949,271.0
1951,119.0
1953,108.0
1959,92.0
1963,24.0
1967,126.0
1973,278.0
1975,32.0
1976,91.0
1990,108.0
1993,75.0
1997,189.0
1999,151.0
2001,293.0
2004,90.0
2010,92.0
2013,91.0
2017,317.0
2021,105.0
2023,189.0
2026,135.0
2037,7.0
2039,267.0
2041,20.0
2046,28.0
2050,28.0
2060,127.0
2067,87.0
2069,214.0
2072,278.0
2074,132.0
2079,93.0
2083,32.0
2085,241.0
2087,11.0
2093,135.0
2094,15.0
2097,5.0
2103,95.0
2104,137.0
2107,126.0
2108,5.0
2110,86.0
2115,127.0
2117,34.0
2125,331.0
2127,219.0
2133,17.0
2134,431.0
2135,148.0
2141,213.0
2143,43.0
2145,75.0
2146,35.0
2147,316.0
2148,137.0
2149,137.0
2165,135.0
2166,213.0
2177,241.0
